"","Name","Platform","Year_of_Release","Genre","Publisher","NA_players","EU_players","JP_players","Other_players","Global_players","Critic_Score","Critic_Count","User_Score","User_Count","Developer","Rating"
"7233","Pinball Hall of Fame: The Williams Collection","PS3","2009","Misc","Crave Entertainment",2e+06,0,0,2e+05,220000,82,16,7.9,8,"Farsight Studios","E10+"
"7234","Aliens vs Predator: Requiem","PSP","2007","Action","Vivendi Games",3e+05,1200000,0,7e+05,220000,49,34,5.6,19,"Rebellion","T"
"7236","Asphalt: Injection","PSV","2011","Action","Ubisoft",1300000,6e+05,0,3e+05,220000,49,33,4.8,28,"Ubisoft","E10+"
"7238","From Russia With Love","GC","2005","Action","Electronic Arts",1700000,4e+05,0,1e+05,220000,70,20,8.5,13,"Electronic Arts","T"
"7240","Guitar Hero: Smash Hits","PS2","2009","Misc","Activision",1100000,1e+05,0,1e+06,220000,69,6,8.3,6,"Beenox","T"
"7241","NBA Live 09 All-Play","Wii","2008","Sports","Electronic Arts",1900000,1e+05,0,2e+05,220000,51,11,5.9,14,"EA Sports","E"
"7242","NFL Quarterback Club 2002","PS2","2001","Sports","Acclaim Entertainment",1100000,8e+05,0,3e+05,220000,67,12,7.8,6,"Acclaim","E"
"7243","NCAA Basketball 09","X360","2008","Sports","Electronic Arts",2e+06,0,0,2e+05,220000,70,23,5.6,8,"EA Canada","E"
"7245","Shin Megami Tensei: Persona","PSP","2009","Role-Playing","Atlus",8e+05,0,1300000,1e+05,220000,78,30,8,47,"ITL","T"
"7248","LEGO The Lord of the Rings","PC","2012","Action","Warner Bros. Interactive Entertainment",7e+05,1300000,0,3e+05,220000,80,6,8.2,127,"TT Games","E10+"
"7250","Growlanser: Heritage of War","PS2","2006","Role-Playing","Rising Star Games",1100000,8e+05,0,3e+05,220000,60,7,7.9,9,"Career Soft","T"
"7251","Ben 10 Alien Force: Vilgax Attacks","X360","2009","Action","D3Publisher",1100000,9e+05,0,2e+05,220000,61,9,8.3,4,"Papaya Studios","E10+"
"7253","Rugby 2004","PS2","2003","Sports","Electronic Arts",1100000,8e+05,0,3e+05,220000,61,13,6.8,65,"HB Studios Multimedia","E"
"7256","Senran Kagura 2: Deep Crimson ","3DS","2014","Action","Marvelous Entertainment",1e+06,2e+05,8e+05,1e+05,220000,58,28,6.8,56,"Tamsoft","M"
"7257","NBA 06","PSP","2005","Sports","Sony Computer Entertainment",2e+06,0,0,2e+05,220000,72,19,5.4,8,"SCEA Sports Studio","E"
"7258","KORG DS-10 Synthesizer","DS","2008","Misc","AQ Interactive",1900000,1e+05,0,2e+05,220000,82,11,8.2,13,"AQ Interactive","E"
"7259","Naruto: Ninja Council","GBA","2003","Action","Tomy Corporation",1600000,6e+05,0,0,220000,60,12,7.1,9,"Aspect","E10+"
"7261","Tropico 3","X360","2009","Strategy","Kalypso Media",1500000,2e+05,3e+05,1e+05,220000,75,33,6.6,22,"Haemimont","T"
"7263","Deadly Creatures","Wii","2009","Action","THQ",8e+05,1200000,0,2e+05,220000,72,45,8.8,36,"Rainbow Studios","T"
"7264","Naruto Shippuden: Ultimate Ninja Storm Revolution","X360","2014","Fighting","Namco Bandai Games",1400000,6e+05,0,2e+05,220000,62,11,7.3,44,"CyberConnect2","T"
"7268","NFL 2K3","GC","2002","Sports","Sega",1700000,4e+05,0,1e+05,220000,92,24,8.3,15,"Visual Concepts","E"
"7276","Hunted: The Demon's Forge","X360","2011","Action","Bethesda Softworks",1300000,6e+05,0,2e+05,220000,61,59,6,116,"InXile Entertainment","M"
"7282","Britney's Dance Beat","GBA","2002","Misc","THQ",1500000,6e+05,0,0,220000,53,14,7.4,5,"Art","E"
"7283","Shrek SuperSlam","GC","2005","Action","Activision",1700000,4e+05,0,1e+05,220000,70,11,7.8,6,"Shaba Games","E10+"
"7284","Full Auto","X360","2006","Shooter","Sega",1900000,1e+05,0,2e+05,220000,70,63,7.8,36,"Pseudo Interactive","T"
"7286","Herdy Gerdy","PS2","2002","Adventure","Eidos Interactive",1100000,8e+05,0,3e+05,220000,69,24,5,12,"Core Design Ltd.","E"
"7288","Afrika","PS3","2008","Adventure","Unknown",1200000,0,8e+05,1e+05,220000,63,12,6.2,34,"Rhino Studios","E10+"
"7295","Over G Fighters","X360","2006","Simulation","Ubisoft",1900000,1e+05,0,2e+05,210000,49,36,6,49,"Taito Corporation","T"
"7298","Angry Birds Star Wars","PS4","2013","Strategy","Activision",1e+06,8e+05,0,4e+05,210000,47,5,2,87,"Exient Entertainment","E"
"7299","Hot Shots Tennis: Get a Grip","PSP","2010","Sports","Sony Computer Entertainment",7e+05,0,1300000,1e+05,210000,80,27,8,17,"Clap Hanz","E"
"7302","Star Wars: The Force Unleashed II","DS","2010","Action","LucasArts",1700000,3e+05,0,2e+05,210000,43,5,4,5,"LucasArts","T"
"7303","The Dukes of Hazzard: Return of the General Lee","PS2","2004","Racing","Ubisoft",1100000,8e+05,0,3e+05,210000,52,17,6.8,8,"Ratbag","E"
"7307","Crash 'N' Burn","PS2","2004","Racing","Eidos Interactive",1100000,8e+05,0,3e+05,210000,63,17,8,7,"Climax Group","T"
"7308","NBA","PSP","2005","Sports","Sony Computer Entertainment",2e+06,0,0,2e+05,210000,57,25,6.9,14,"989 Sports","E"
"7316","Disaster Report","PS2","2002","Action","Agetec",3e+05,2e+05,1500000,1e+05,210000,66,28,8,7,"Irem","T"
"7318","Armored Core V","X360","2012","Simulation","Namco Bandai Games",1300000,3e+05,4e+05,1e+05,210000,68,37,7.2,37,"From Software","T"
"7320","College Hoops 2K7","X360","2006","Sports","Take-Two Interactive",2e+06,0,0,2e+05,210000,82,22,8.2,12,"2K Sports","E"
"7325","Rampage: Total Destruction","Wii","2006","Action","Midway Games",1900000,1e+05,0,2e+05,210000,46,21,5.6,19,"Pipeworks Software, Inc.","E10+"
"7328","The Bard's Tale","PS2","2004","Role-Playing","Ubisoft",1e+06,8e+05,0,3e+05,210000,76,44,8.6,14,"InXile Entertainment","T"
"7332","Robotech: The Macross Saga","GBA","2002","Shooter","TDK Mediactive",1500000,6e+05,0,0,210000,61,8,6.5,4,"Lucky Chicken","E"
"7337","Conflict Zone","PS2","2002","Strategy","Ubisoft",1e+06,8e+05,0,3e+05,210000,47,7,7.4,8,"MASA Group","T"
"7339","Code Name: S.T.E.A.M.","3DS","2015","Strategy","Nintendo",1400000,5e+05,1e+05,2e+05,210000,69,69,7.7,125,"Intelligent Systems","T"
"7340","The Bureau: XCOM Declassified","X360","2013","Shooter","Take-Two Interactive",1e+06,1e+06,0,2e+05,210000,68,30,6.7,118,"2K Marin","M"
"7342","BloodRayne","XB","2002","Shooter","Universal Interactive",1600000,5e+05,0,1e+05,210000,76,20,7.5,6,"Terminal Reality","M"
"7346","NHL 2K6","XB","2005","Sports","Take-Two Interactive",1600000,5e+05,0,1e+05,210000,83,32,7.5,26,"2K Sports","E10+"
"7347","Hannah Montana: The Movie","X360","2009","Adventure","Disney Interactive Studios",1400000,5e+05,0,2e+05,210000,25,4,3.8,48,"n-Space","E"
"7348","Tenchu: Return From Darkness","XB","2004","Action","Activision",1600000,5e+05,0,1e+05,210000,70,55,7,6,"K2 LLC","M"
"7349","World Poker Tour","PS2","2005","Misc","Take-Two Interactive",1e+06,8e+05,0,3e+05,210000,60,17,8.6,5,"Coresoft","T"
"7350","Neo Contra","PS2","2004","Shooter","Konami Digital Entertainment",1e+06,8e+05,0,3e+05,210000,65,37,7.1,8,"KCET","M"
"7351","MVP Baseball","PSP","2005","Sports","Electronic Arts",2e+06,0,0,2e+05,210000,67,21,7.7,16,"EA Canada","E"
"7354","Tony Hawk's American Sk8land","DS","2005","Sports","Activision",1900000,0,0,2e+05,210000,84,31,8.7,55,"Vicarious Visions","E"
"7360","Viewtiful Joe 2","PS2","2004","Action","Capcom",1e+06,8e+05,0,3e+05,210000,85,29,7.7,17,"Clover Studio","T"
"7361","The BIGS 2","X360","2009","Sports","Take-Two Interactive",1900000,1e+05,0,2e+05,210000,76,31,6.2,35,"Blue Castle Games","E10+"
"7362","Quake III: Revolution","PS2","2001","Shooter","Electronic Arts",1e+06,8e+05,0,3e+05,210000,84,18,7.2,11,"Bullfrog Productions","M"
"7363","Pac-Man World 3","PS2","2005","Platform","Namco Bandai Games",1e+06,8e+05,0,3e+05,210000,63,22,5.2,13,"Blitz Games","E"
"7364","50 Cent: Blood on the Sand","X360","2009","Shooter","THQ",1200000,7e+05,0,2e+05,210000,71,54,6.4,64,"Swordfish Studios","M"
"7368","SBK X: Superbike World Championship","PS3","2010","Racing","Black Bean Games",5e+05,1200000,0,4e+05,210000,73,4,7.5,4,"Milestone S.r.l","E10+"
"7373","Dragon Ball: Fusions","3DS","2016","Role-Playing","Namco Bandai Games",2e+05,0,1900000,0,210000,68,12,7.6,16,"Ganbarion","T"
"7374","Madden NFL 07","DS","2006","Sports","Electronic Arts",2e+06,0,0,2e+05,210000,70,9,6.5,10,"Exient Entertainment","E"
"7375","HBO Boxing","PS","2000","Fighting","Acclaim Entertainment",1200000,8e+05,0,1e+05,210000,26,7,4,5,"Osiris Studios","E"
"7378","Bass Pro Shops: The Strike","X360","2009","Sports","XS Games",2e+06,0,0,2e+05,210000,63,4,5.8,5,"Piranha Games","E"
"7379","Darkwatch","XB","2005","Shooter","Ubisoft",1600000,5e+05,0,1e+05,210000,75,43,8.1,21,"High Moon Studios","M"
"7380","Disgaea D2: A Brighter Darkness","PS3","2013","Role-Playing","Nippon Ichi Software",9e+05,0,1e+06,2e+05,210000,74,37,8.1,61,"Nippon Ichi Software","T"
"7382","Maximo vs Army of Zin","PS2","2003","Platform","Capcom",1e+06,8e+05,0,3e+05,210000,83,46,7.8,13,"Capcom","T"
"7387","Summoner 2","PS2","2002","Role-Playing","THQ",1e+06,8e+05,0,3e+05,210000,76,20,8.3,22,"Volition Inc.","T"
"7391","Shadow of Destiny","PS2","2001","Adventure","Konami Digital Entertainment",9e+05,7e+05,3e+05,2e+05,210000,78,18,8.2,19,"Konami","T"
"7394","Ninja Gaiden: Dragon Sword","DS","2008","Action","Tecmo Koei",1600000,1e+05,2e+05,2e+05,210000,83,52,7.8,36,"Team Ninja","T"
"7395","Cabela's Deer Hunt: 2004 Season","XB","2003","Sports","Activision Value",1600000,5e+05,0,1e+05,210000,65,5,8.4,16,"FUN Labs","T"
"7403","World of Final Fantasy","PSV","2016","Role-Playing","Square Enix",4e+05,6e+05,8e+05,3e+05,210000,77,5,8.6,46,"Square Enix","E10+"
"7404","Danganronpa Another Episode: Ultra Despair Girls","PSV","2014","Action","Nippon Ichi Software",6e+05,1e+05,1200000,2e+05,210000,72,35,8.4,77,"Spike Chunsoft","M"
"7405","Pro Evolution Soccer 2012","Wii","2011","Action","Konami Digital Entertainment",8e+05,8e+05,3e+05,2e+05,210000,79,9,7,12,"Konami","E"
"7406","The Legend of Spyro: The Eternal Night","Wii","2007","Platform","Vivendi Games",1800000,2e+05,0,2e+05,210000,60,8,6.4,15,"Krome Studios","E10+"
"7410","Cursed Mountain","Wii","2009","Adventure","Deep Silver",9e+05,1e+06,0,2e+05,210000,67,51,7.6,33,"Deep Silver, Sproing Interactive Media, Sproing","M"
"7413","Age of Empires: Mythologies","DS","2008","Strategy","THQ",1600000,3e+05,0,2e+05,210000,78,28,6.9,20,"Griptonite Games","E10+"
"7414","SBK Superbike World Championship","X360","2008","Racing","Black Bean Games",6e+05,1400000,0,1e+05,210000,63,17,8,6,"Milestone S.r.l","E10+"
"7415","Bionicle","GC","2003","Action","Electronic Arts",1600000,4e+05,0,1e+05,210000,47,5,4.2,5,"Argonaut Games","E"
"7417","Heroes of Ruin","3DS","2012","Role-Playing","Nintendo",1300000,7e+05,0,2e+05,210000,69,53,7.4,50,"n-Space","T"
"7419","A Boy and His Blob","Wii","2009","Platform","Majesco Entertainment",1800000,1e+05,0,1e+05,210000,80,43,8.7,35,"WayForward","E"
"7423","Baja: Edge of Control","PS3","2008","Racing","THQ",1e+06,8e+05,0,3e+05,210000,61,21,5,11,"2XL Games","E"
"7424","G.I. Joe: The Rise of Cobra","PS3","2009","Action","Electronic Arts",1100000,7e+05,0,3e+05,210000,43,32,4.8,13,"Double Helix Games","T"
"7427","UFC Undisputed 2010","PSP","2010","Fighting","THQ",1100000,6e+05,0,4e+05,210000,74,27,7,13,"Yuke's","T"
"7428","World Series of Poker","PSP","2005","Misc","Activision",1900000,0,0,2e+05,210000,37,6,6.4,20,"Activision","E10+"
"7429","Rayman Raving Rabbids","X360","2007","Misc","Ubisoft",1800000,1e+05,0,2e+05,210000,67,16,7.3,19,"Ubisoft Montpellier","E"
"7430","Deus Ex: The Conspiracy","PS2","2002","Action","Eidos Interactive",1e+06,8e+05,0,3e+05,210000,81,25,8.9,49,"Ion Storm","M"
"7431","Unreal II: The Awakening","XB","2004","Shooter","Atari",1700000,4e+05,0,1e+05,210000,64,27,5.3,20,"Tantalus Interactive","M"
"7432","Rumble Racing","PS2","2001","Racing","Electronic Arts",1e+06,8e+05,0,3e+05,210000,85,17,8.2,9,"Electronic Arts","E"
"7433","Spider-Man: Web of Shadows","PS2","2008","Action","Activision",1e+06,8e+05,0,3e+05,210000,69,4,4.1,16,"Treyarch, Shaba Games","E10+"
"7434","Vampire Rain","X360","2007","Action","Microsoft Game Studios",1800000,0,1e+05,1e+05,210000,38,45,2.9,44,"Artoon","M"
"7435","Batman Begins","XB","2005","Action","Electronic Arts",1600000,4e+05,0,1e+05,210000,65,56,7.1,21,"Eurocom Entertainment Software","T"
"7436","NBA Live 15","XOne","2014","Sports","Electronic Arts",1700000,2e+05,0,2e+05,210000,53,9,6.8,53,"EA Sports","E"
"7441","JSRF: Jet Set Radio Future","XB","2002","Action","Sega",1300000,4e+05,3e+05,1e+05,210000,88,36,8.2,102,"Smilebit","T"
"7442","NHL Hitz 20-02","GC","2001","Sports","Midway Games",1600000,4e+05,0,1e+05,210000,79,13,8.7,7,"Midway","E"
"7443","Way of the Samurai 3","X360","2009","Action","Gamebridge",1200000,5e+05,2e+05,2e+05,210000,55,22,6.8,16,"Acquire","M"
"7444","NCAA Football 2003","GC","2002","Sports","Electronic Arts",1600000,4e+05,0,1e+05,210000,91,11,8.1,9,"EA Sports","E"
"7446","Hitman: HD Trilogy","PS3","2013","Action","Square Enix",7e+05,9e+05,0,4e+05,210000,71,20,7.6,46,"Io Interactive","M"
"7448","J Stars Victory Vs.","PSV","2014","Fighting","Namco Bandai Games",0,3e+05,1700000,1e+05,210000,74,5,7.9,29,"Bandai Namco Games","T"
"7449","de Blob 2","PS3","2011","Platform","THQ",1100000,7e+05,0,3e+05,210000,74,50,7.1,34,"Blue Tongue Entertainment","E10+"
"7452","ESPN Winter X Games: Snowboarding 2002","PS2","2000","Sports","Konami Digital Entertainment",1e+06,8e+05,0,3e+05,210000,64,14,7.9,8,"Konami","T"
"7453","Final Fantasy Fables: Chocobo's Dungeon","Wii","2007","Role-Playing","Square Enix",9e+05,0,1100000,1e+05,210000,76,34,8,20,"h.a.n.d. Inc.","E10+"
"7454","Project: Snowblind","PS2","2005","Action","Eidos Interactive",1e+06,8e+05,0,3e+05,210000,78,54,8.3,23,"Crystal Dynamics","T"
"7455","Prison Break: The Conspiracy","X360","2010","Action","Deep Silver",7e+05,1100000,0,2e+05,210000,40,37,4.7,19,"ZootFly","T"
"7457","You Don't Know Jack","Wii","2011","Misc","THQ",1900000,0,0,1e+05,210000,81,5,7.7,6,"Jellyvision, Iron Galaxy Studios","T"
"7458","Mortal Kombat: Special Forces","PS","2000","Fighting","Midway Games",1200000,8e+05,0,1e+05,210000,28,7,2.4,17,"Midway","M"
"7459","Mega Man Legacy Collection","3DS","2016","Platform","Capcom",1400000,0,5e+05,2e+05,210000,77,27,7.1,26,"Digital Eclipse","E"
"7460","The Last Airbender","Wii","2010","Action","THQ",1200000,7e+05,0,2e+05,210000,53,4,6.6,5,"THQ","T"
"7463","NCAA March Madness 07","X360","2007","Sports","Electronic Arts",1900000,0,0,2e+05,210000,67,33,7.1,15,"EA Canada","E"
"7464","StokEd","X360","2009","Sports","Zushi Games",1800000,1e+05,0,1e+05,210000,68,34,8.6,19,"Bongfish","T"
"7466","Evil Dead: Regeneration","PS2","2005","Action","THQ",1e+06,8e+05,0,3e+05,210000,68,26,8.5,8,"Cranky Pants Games","M"
"7469","NHL 2003","XB","2002","Sports","Electronic Arts",1500000,4e+05,0,1e+05,210000,80,12,7.9,12,"EA Sports","E"
"7471","Tiger Woods PGA Tour","PSP","2005","Sports","Electronic Arts",1900000,0,0,2e+05,210000,78,25,7.4,14,"EA Canada","E"
"7472","NHL 2K3","PS2","2002","Sports","Sega",1e+06,8e+05,0,3e+05,210000,89,25,7.8,17,"Treyarch","E"
"7476","You Don't Know Jack","X360","2011","Misc","THQ",1900000,0,0,1e+05,210000,82,23,7.9,29,"Jellyvision, Iron Galaxy Studios","T"
"7480","Final Fight One","GBA","2001","Fighting","Ubisoft",9e+05,3e+05,8e+05,0,210000,82,16,7.8,8,"Sun-Tec","E"
"7482","MLB 10: The Show","PSP","2010","Sports","Sony Computer Entertainment",1900000,0,0,2e+05,210000,79,11,6.6,8,"SCEA","E"
"7483","Gallop Racer 2003: A New Breed","PS2","2002","Sports","Zoo Digital Publishing",4e+05,3e+05,1200000,1e+05,210000,68,16,8.5,15,"Tecmo","E"
"7484","Frogger 3D","3DS","2011","Action","Konami Digital Entertainment",1600000,3e+05,0,1e+05,210000,54,11,5.5,8,"Alpha Unit","E"
"7485","Blue Dragon Plus","DS","2008","Role-Playing","Ignition Entertainment",1200000,3e+05,5e+05,1e+05,210000,69,46,6.5,15,"Brownie Brown","E"
"7487","BeyBlade VForce: Super Tournament Battle","GC","2002","Action","Atari",1600000,4e+05,0,1e+05,210000,33,6,7.5,18,"Takara","E"
"7490","Dead to Rights: Retribution","X360","2010","Shooter","Namco Bandai Games",1100000,8e+05,0,2e+05,210000,61,64,7,34,"Volatile Games","M"
"7494","Dragon Ball Z: Sagas","GC","2005","Fighting","Atari",1600000,4e+05,0,1e+05,210000,48,11,6.6,11,"Avalanche Software","T"
"7495","X2: Wolverine's Revenge","XB","2003","Platform","Activision",1500000,4e+05,0,1e+05,210000,58,27,6.4,9,"GenePool","T"
"7496","Power Rangers: Wild Force","GBA","2002","Action","THQ",1500000,5e+05,0,0,210000,55,4,6.9,8,"Natsume","E"
"7497","Tenchu: Shadow Assassins","Wii","2008","Action","Ubisoft",1500000,1e+05,3e+05,1e+05,210000,70,35,7.8,24,"Acquire","M"
"7499","Lost Planet 3","PS3","2013","Shooter","Capcom",7e+05,5e+05,6e+05,2e+05,210000,61,30,5.5,102,"Spark Unlimited","T"
"7503","Beyblade G-Revolution","GBA","2004","Action","Atari",1500000,5e+05,0,0,2e+05,40,5,7.8,5,"Full Fat","E"
"7506","Capcom Fighting Evolution","PS2","2004","Fighting","Capcom",1e+06,8e+05,0,3e+05,2e+05,57,33,4.8,5,"Capcom","T"
"7507","Assassin's Creed The Ezio Collection","PS4","2016","Action","Ubisoft",4e+05,1300000,0,3e+05,2e+05,72,32,7.4,49,"Ubisoft Montreal","M"
"7509","God of War Collection","PSV","2014","Action","Sony Computer Entertainment",8e+05,6e+05,1e+05,5e+05,2e+05,73,28,7.4,133,"Sanzaru Games, Sanzaru Games, Inc.","M"
"7513","Anarchy Reigns","PS3","2012","Action","Sega",1e+06,3e+05,6e+05,2e+05,2e+05,71,35,8.2,106,"PlatinumGames","M"
"7514","Mobile Suit Gundam: Crossfire","PS3","2006","Simulation","Namco Bandai Games",6e+05,0,1400000,1e+05,2e+05,33,31,5.1,47,"Bec","T"
"7518","Suikoden Tactics","PS2","2005","Strategy","Konami Digital Entertainment",6e+05,5e+05,7e+05,2e+05,2e+05,68,31,8.6,17,"Konami","T"
"7519","NCAA March Madness 06","XB","2005","Sports","Electronic Arts",1500000,4e+05,0,1e+05,2e+05,76,21,7.2,5,"EA Canada","E"
"7520","Sniper: Ghost Warrior 2","X360","2013","Shooter","City Interactive",6e+05,1200000,0,2e+05,2e+05,52,33,5.7,110,"City Interactive","M"
"7522","Phantasy Star Online","DC","2000","Role-Playing","Sega",0,0,2e+06,0,2e+05,89,21,9.1,33,"Sonic Team","T"
"7523","Crazy Taxi 3: High Roller","XB","2002","Racing","Sega",1400000,4e+05,2e+05,1e+05,2e+05,69,33,8.5,13,"Hitmaker","T"
"7524","Midnight Club 3: DUB Edition Remix","XB","2006","Racing","Take-Two Interactive",1500000,4e+05,0,1e+05,2e+05,87,16,5.3,18,"Rockstar San Diego","E10+"
"7528","Thrillville","PSP","2006","Strategy","Atari",1800000,0,0,2e+05,2e+05,72,13,2.8,39,"Frontier Developments","E10+"
"7533","The King of Fighters Collection: The Orochi Saga","PS2","2006","Fighting","Ignition Entertainment",1e+06,8e+05,0,3e+05,2e+05,67,14,8.5,4,"Terminal Reality","T"
"7537","Disney's Planes","WiiU","2013","Simulation","Disney Interactive Studios",1400000,4e+05,0,2e+05,2e+05,51,10,5.3,9,"Behaviour Interactive","E"
"7541","Zombie Army Trilogy","PS4","2015","Shooter","Rebellion Developments",5e+05,1200000,0,3e+05,2e+05,62,26,6.8,88,"Rebellion",""
"7543","MLB SlugFest 20-03","XB","2002","Sports","Midway Games",1500000,4e+05,0,1e+05,2e+05,79,9,7.8,5,"Gratuitous Games","E"
"7545","The Con","PSP","2005","Fighting","Sony Computer Entertainment",1800000,0,0,2e+05,2e+05,63,37,7.3,16,"SCEA, Think and Feel","T"
"7546","Pitfall: The Lost Expedition","PS2","2004","Platform","Activision",1e+06,8e+05,0,3e+05,2e+05,70,34,8.9,12,"Edge of Reality","E"
"7548","Need for Speed Carbon: Own the City","DS","2006","Racing","Electronic Arts",1700000,1e+05,0,2e+05,2e+05,70,6,7.5,15,"Exient Entertainment","E"
"7551","Enchanted Arms","PS3","2007","Role-Playing","Ubisoft",1700000,1e+05,0,2e+05,2e+05,64,23,5.9,40,"From Software","T"
"7552","Le Mans 24 Hours","PS2","2001","Racing","Infogrames",9e+05,7e+05,2e+05,2e+05,2e+05,75,19,7.6,9,"Atari","E"
"7554","The Witch and the Hundred Knight","PS3","2013","Role-Playing","Nippon Ichi Software",7e+05,2e+05,1e+06,2e+05,2e+05,53,44,7.5,80,"Nippon Ichi Software","T"
"7557","Dragon Ball Z: Harukanaru Densetsu","DS","2007","Role-Playing","Namco Bandai Games",1900000,0,0,2e+05,2e+05,57,16,6.2,10,"Bec","E"
"7558","Harvest Moon: More Friends of Mineral Town","GBA","2003","Simulation","Ubisoft",1400000,5e+05,0,0,2e+05,82,8,9.2,40,"TOSE","E"
"7564","X2: Wolverine's Revenge","GBA","2003","Platform","Activision",1400000,5e+05,0,0,2e+05,72,8,7.2,5,"Vicarious Visions","E"
"7565","NBA 2K2","XB","2002","Sports","Sega",1500000,4e+05,0,1e+05,2e+05,90,17,7.6,5,"Visual Concepts","E"
"7566","Code of Princess","3DS","2012","Action","Agatsuma Entertainment",1600000,0,3e+05,1e+05,2e+05,67,38,7.6,73,"Studio Saizensen","T"
"7567","Major League Baseball 2K11","PS3","2011","Sports","Take-Two Interactive",1500000,3e+05,0,2e+05,2e+05,72,13,6.3,9,"Visual Concepts","E"
"7573","Dark Messiah of Might and Magic Elements","X360","2008","Role-Playing","Ubisoft",1600000,2e+05,1e+05,2e+05,2e+05,52,27,7,48,"Ubisoft Annecy","M"
"7574","Planet 51","Wii","2009","Action","Sega",1700000,1e+05,0,2e+05,2e+05,53,6,5.8,4,"Pyro Studios","E"
"7575","Dead to Rights II","PS2","2005","Shooter","Electronic Arts",1e+06,8e+05,0,3e+05,2e+05,51,32,5.3,7,"WideScreen Games","M"
"7581","NBA Live 14","XOne","2013","Sports","Electronic Arts",1600000,2e+05,0,2e+05,2e+05,36,14,3.1,88,"EA Sports","E"
"7582","Kung Fu Rider","PS3","2010","Action","Sony Computer Entertainment",6e+05,9e+05,1e+05,3e+05,2e+05,36,45,3.7,21,"SCE Japan Studio","E10+"
"7584","DarkStar One: Broken Alliance","X360","2010","Simulation","Kalypso Media",1100000,7e+05,0,2e+05,2e+05,63,33,7.2,19,"Gaming Minds Studios","T"
"7585","Dragon Ball: Xenoverse 2","XOne","2016","Action","Namco Bandai Games",1100000,7e+05,0,2e+05,2e+05,73,8,7.3,29,"Dimps Corporation","T"
"7590","Ty the Tasmanian Tiger 2: Bush Rescue","GC","2004","Platform","Electronic Arts",1500000,4e+05,0,1e+05,2e+05,70,20,8.6,11,"Krome Studios","E"
"7591","Body and Brain Connection","X360","2010","Misc","Namco Bandai Games",1e+06,8e+05,0,2e+05,2e+05,57,33,4.8,4,"Namco Bandai Games","E"
"7593","Dragon Ball: Revenge of King Piccolo","Wii","2009","Action","Namco Bandai Games",1200000,3e+05,3e+05,2e+05,2e+05,65,25,7.3,15,"Media Vision","E10+"
"7596","Warriors Orochi","PSP","2008","Action","Tecmo Koei",2e+05,0,1800000,0,2e+05,62,13,6.6,10,"Omega Force, Koei Canada","T"
"7597","MVP Baseball 2003","XB","2003","Sports","Electronic Arts",1500000,4e+05,0,1e+05,2e+05,82,18,9,9,"EA Sports","E"
"7598","Monster Jam","X360","2007","Racing","Activision",1800000,0,0,2e+05,2e+05,43,9,6.4,5,"Torus Games","E"
"7599","Infinite Space","DS","2009","Role-Playing","Sega",6e+05,5e+05,7e+05,1e+05,2e+05,75,46,9,61,"PlatinumGames","T"
"7601","The Chronicles of Narnia: The Lion, The Witch and The Wardrobe","XB","2005","Action","Disney Interactive Studios",1500000,4e+05,0,1e+05,2e+05,72,31,6,6,"Traveller's Tales","T"
"7613","NBA 07","PSP","2006","Sports","Sony Computer Entertainment",1800000,0,0,2e+05,2e+05,68,24,7,5,"SCEA","E"
"7615","IHRA Drag Racing 2004","XB","2003","Racing","Bethesda Softworks",1500000,4e+05,0,1e+05,2e+05,40,5,7.4,7,"Bethesda Softworks","E"
"7617","The Legend of Heroes: Trails of Cold Steel","PS3","2013","Role-Playing","Nippon Ichi Software",5e+05,2e+05,1200000,1e+05,2e+05,86,12,7.7,128,"Falcom","T"
"7618","Clive Barker's Jericho","PS3","2007","Shooter","Codemasters",1700000,1e+05,0,2e+05,2e+05,60,34,7.1,52,"Mercury Steam, Alchemic Productions","M"
"7619","Tekken 3D: Prime Edition","3DS","2012","Fighting","Nintendo",6e+05,7e+05,5e+05,1e+05,2e+05,64,42,5.9,39,"Arika","T"
"7620","Marvel: Ultimate Alliance 2","DS","2009","Role-Playing","Activision",1600000,3e+05,0,2e+05,2e+05,65,7,6.7,9,"n-Space","E10+"
"7628","Front Mission Evolved","X360","2010","Shooter","Square Enix",1e+06,7e+05,2e+05,2e+05,2e+05,58,52,6.1,24,"Double Helix Games","T"
"7633","From Russia With Love","XB","2005","Action","Electronic Arts",1500000,4e+05,0,1e+05,2e+05,71,34,8.8,12,"Electronic Arts","T"
"7637","Apache: Air Assault","PS3","2010","Simulation","Activision",1100000,6e+05,0,3e+05,2e+05,66,17,6.1,12,"Gaijin Entertainment","T"
"7644","Grandia II","DC","2000","Role-Playing","Ubisoft",0,0,2e+06,0,2e+05,90,17,8.8,57,"Game Arts","T"
"7646","Ridge Racer 6","X360","2005","Racing","Namco Bandai Games",1e+06,2e+05,7e+05,1e+05,2e+05,74,65,7.1,28,"Namco","E"
"7651","Teenage Mutant Ninja Turtles 3: Mutant Nightmare","PS2","2005","Action","Konami Digital Entertainment",1e+06,8e+05,0,3e+05,2e+05,53,20,7,10,"KCE Studios","E10+"
"7652","Zone of the Enders HD Collection","X360","2012","Simulation","Konami Digital Entertainment",1400000,3e+05,1e+05,2e+05,2e+05,75,21,8.8,20,"High Voltage Software","M"
"7653","Record of Agarest War","X360","2008","Role-Playing","Compile Heart",1800000,0,1e+05,1e+05,2e+05,71,7,7,35,"Compile Heart","T"
